id,nurse,target,tempo,var,indice,value
38,angico,aroeira,temp3,folha,RII,-0.2857142857
111,angico,angico,temp3,folha,RII,-0.6
111,angico,cating,temp3,folha,RII,-0.6666666667
111,angico,aroeira,temp3,folha,RII,-0.1111111111
58,angico,angico,temp3,folha,RII,-0.8947368421
58,angico,cating,temp3,folha,RII,0
58,angico,aroeira,temp3,folha,RII,-0.3333333333
85,angico,angico,temp3,folha,RII,-0.1111111111
85,angico,cating,temp3,folha,RII,-0.4285714286
85,angico,aroeira,temp3,folha,RII,-0.2
144,angico,angico,temp3,folha,RII,-0.4444444444
144,angico,cating,temp3,folha,RII,0.1428571429
144,angico,aroeira,temp3,folha,RII,-0.36
113,algodao,angico,temp3,folha,RII,0.0666666667
113,algodao,cating,temp3,folha,RII,0
113,algodao,aroeira,temp3,folha,RII,0.3333333333
123,algodao,angico,temp3,folha,RII,-0.2
123,algodao,cating,temp3,folha,RII,0.1428571429
123,algodao,aroeira,temp3,folha,RII,0.1578947368
122,algodao,angico,temp3,folha,RII,0.2307692308
122,algodao,cating,temp3,folha,RII,-0.25
122,algodao,aroeira,temp3,folha,RII,0.1
156,algodao,angico,temp3,folha,RII,0
156,algodao,cating,temp3,folha,RII,-0.0909090909
156,algodao,aroeira,temp3,folha,RII,0.2
157,algodao,angico,temp3,folha,RII,0.6
157,algodao,cating,temp3,folha,RII,0.1428571429
157,algodao,aroeira,temp3,folha,RII,0
41,burra,angico,temp3,folha,RII,-0.6666666667
41,burra,cating,temp3,folha,RII,0.2
41,burra,aroeira,temp3,folha,RII,-0.3333333333
102,burra,angico,temp3,folha,RII,-0.6666666667
102,burra,cating,temp3,folha,RII,-0.25
102,burra,aroeira,temp3,folha,RII,-0.7777777778
81,burra,angico,temp3,folha,RII,-0.1111111111
81,burra,cating,temp3,folha,RII,-0.2
81,burra,aroeira,temp3,folha,RII,-0.2727272727
88,burra,angico,temp3,folha,RII,-0.6
88,burra,cating,temp3,folha,RII,0.1428571429
88,burra,aroeira,temp3,folha,RII,0
128,burra,angico,temp3,folha,RII,0.3333333333
128,burra,cating,temp3,folha,RII,0.25
128,burra,aroeira,temp3,folha,RII,-0.2380952381
30,catanduva,angico,temp3,folha,RII,-0.1428571429
30,catanduva,cating,temp3,folha,RII,0.2
30,catanduva,aroeira,temp3,folha,RII,-0.2631578947
43,catanduva,angico,temp3,folha,RII,0.25
43,catanduva,cating,temp3,folha,RII,0.1428571429
43,catanduva,aroeira,temp3,folha,RII,-0.0526315789
108,catanduva,angico,temp3,folha,RII,-0.1764705882
108,catanduva,cating,temp3,folha,RII,0.25
108,catanduva,aroeira,temp3,folha,RII,-0.0526315789
65,catanduva,angico,temp3,folha,RII,0.3333333333
65,catanduva,cating,temp3,folha,RII,-0.6
65,catanduva,aroeira,temp3,folha,RII,0.5
131,catanduva,angico,temp3,folha,RII,0.2941176471
131,catanduva,cating,temp3,folha,RII,0
131,catanduva,aroeira,temp3,folha,RII,-0.125
21,catingueira,angico,temp3,folha,RII,-0.6666666667
21,catingueira,cating,temp3,folha,RII,0
21,catingueira,aroeira,temp3,folha,RII,-0.0666666667
35,catingueira,angico,temp3,folha,RII,0.0909090909
35,catingueira,cating,temp3,folha,RII,-0.4
35,catingueira,aroeira,temp3,folha,RII,0.8461538462
64,catingueira,angico,temp3,folha,RII,1
64,catingueira,cating,temp3,folha,RII,0
64,catingueira,aroeira,temp3,folha,RII,0
95,catingueira,angico,temp3,folha,RII,0.3684210526
95,catingueira,cating,temp3,folha,RII,0.5
95,catingueira,aroeira,temp3,folha,RII,0.7777777778
127,catingueira,angico,temp3,folha,RII,-0.4117647059
127,catingueira,cating,temp3,folha,RII,-0.1428571429
127,catingueira,aroeira,temp3,folha,RII,-0.375
97,cumaru,angico,temp3,folha,RII,0
97,cumaru,cating,temp3,folha,RII,0.1428571429
97,cumaru,aroeira,temp3,folha,RII,0.25
149,cumaru,angico,temp3,folha,RII,0.0666666667
149,cumaru,cating,temp3,folha,RII,0
149,cumaru,aroeira,temp3,folha,RII,0.1
100,cumaru,angico,temp3,folha,RII,0.3333333333
100,cumaru,cating,temp3,folha,RII,-0.2
100,cumaru,aroeira,temp3,folha,RII,0.25
53,cumaru,angico,temp3,folha,RII,0.2727272727
53,cumaru,cating,temp3,folha,RII,-0.6
53,cumaru,aroeira,temp3,folha,RII,-0.4117647059
23,cumaru,angico,temp3,folha,RII,0.25
23,cumaru,cating,temp3,folha,RII,0.1428571429
23,cumaru,aroeira,temp3,folha,RII,0.125
138,favelinha,angico,temp3,folha,RII,0.3333333333
138,favelinha,cating,temp3,folha,RII,-0.5384615385
138,favelinha,aroeira,temp3,folha,RII,-0.2727272727
124,favelinha,angico,temp3,folha,RII,0
124,favelinha,cating,temp3,folha,RII,0.2
124,favelinha,aroeira,temp3,folha,RII,-0.2
153,favelinha,angico,temp3,folha,RII,0
153,favelinha,cating,temp3,folha,RII,-0.3333333333
153,favelinha,aroeira,temp3,folha,RII,0
154,favelinha,angico,temp3,folha,RII,0.4285714286
154,favelinha,cating,temp3,folha,RII,0.5
154,favelinha,aroeira,temp3,folha,RII,-0.0476190476
155,favelinha,angico,temp3,folha,RII,-0.1111111111
155,favelinha,cating,temp3,folha,RII,0.4
155,favelinha,aroeira,temp3,folha,RII,-0.0476190476
24,feijao,angico,temp3,folha,RII,0.8
24,feijao,cating,temp3,folha,RII,-0.1428571429
24,feijao,aroeira,temp3,folha,RII,-0.6153846154
67,feijao,angico,temp3,folha,RII,0
67,feijao,cating,temp3,folha,RII,0.3333333333
67,feijao,aroeira,temp3,folha,RII,0.6666666667
75,feijao,angico,temp3,folha,RII,0.2
75,feijao,cating,temp3,folha,RII,0.6
75,feijao,aroeira,temp3,folha,RII,-0.6666666667
80,feijao,angico,temp3,folha,RII,-0.2
80,feijao,cating,temp3,folha,RII,0
80,feijao,aroeira,temp3,folha,RII,0.7142857143
134,feijao,angico,temp3,folha,RII,-0.2
134,feijao,cating,temp3,folha,RII,-0.2
134,feijao,aroeira,temp3,folha,RII,0.2380952381
27,imbiratanha,angico,temp3,folha,RII,0.3333333333
27,imbiratanha,cating,temp3,folha,RII,-0.2
27,imbiratanha,aroeira,temp3,folha,RII,0.0526315789
150,imbiratanha,angico,temp3,folha,RII,-0.1428571429
150,imbiratanha,cating,temp3,folha,RII,-0.1428571429
150,imbiratanha,aroeira,temp3,folha,RII,0.28
73,imbiratanha,angico,temp3,folha,RII,-0.1428571429
73,imbiratanha,cating,temp3,folha,RII,0.7142857143
73,imbiratanha,aroeira,temp3,folha,RII,0
78,imbiratanha,angico,temp3,folha,RII,0.7142857143
78,imbiratanha,cating,temp3,folha,RII,0.2727272727
78,imbiratanha,aroeira,temp3,folha,RII,0
160,imbiratanha,angico,temp3,folha,RII,0.6666666667
160,imbiratanha,cating,temp3,folha,RII,-0.1111111111
160,imbiratanha,aroeira,temp3,folha,RII,0.75
57,imburana,angico,temp3,folha,RII,0.6666666667
57,imburana,cating,temp3,folha,RII,-0.1111111111
57,imburana,aroeira,temp3,folha,RII,0.75
151,imburana,angico,temp3,folha,RII,0.1666666667
151,imburana,cating,temp3,folha,RII,0.1428571429
151,imburana,aroeira,temp3,folha,RII,0.1428571429
74,imburana,angico,temp3,folha,RII,0.6
74,imburana,cating,temp3,folha,RII,0.5555555556
74,imburana,aroeira,temp3,folha,RII,0.6
76,imburana,angico,temp3,folha,RII,0.5555555556
76,imburana,cating,temp3,folha,RII,-0.3333333333
76,imburana,aroeira,temp3,folha,RII,0.0909090909
159,imburana,angico,temp3,folha,RII,0.4666666667
159,imburana,cating,temp3,folha,RII,0
159,imburana,aroeira,temp3,folha,RII,0
34,ipe,angico,temp3,folha,RII,0.0769230769
34,ipe,cating,temp3,folha,RII,-0.2727272727
34,ipe,aroeira,temp3,folha,RII,0
112,ipe,angico,temp3,folha,RII,-0.3333333333
112,ipe,cating,temp3,folha,RII,-0.5
112,ipe,aroeira,temp3,folha,RII,0
55,ipe,angico,temp3,folha,RII,-0.2727272727
55,ipe,cating,temp3,folha,RII,0.3333333333
55,ipe,aroeira,temp3,folha,RII,0.6
132,ipe,angico,temp3,folha,RII,0.0909090909
132,ipe,cating,temp3,folha,RII,0
132,ipe,aroeira,temp3,folha,RII,0.1428571429
118,ipe,angico,temp3,folha,RII,0.3333333333
118,ipe,cating,temp3,folha,RII,-0.1428571429
118,ipe,aroeira,temp3,folha,RII,0.0476190476
130,juca,angico,temp3,folha,RII,-0.2307692308
130,juca,cating,temp3,folha,RII,-0.4285714286
130,juca,aroeira,temp3,folha,RII,0.125
136,juca,angico,temp3,folha,RII,0
136,juca,cating,temp3,folha,RII,0.5555555556
136,juca,aroeira,temp3,folha,RII,0
139,juca,angico,temp3,folha,RII,0.4444444444
139,juca,cating,temp3,folha,RII,0.25
139,juca,aroeira,temp3,folha,RII,-0.5384615385
145,juca,angico,temp3,folha,RII,-0.0666666667
145,juca,cating,temp3,folha,RII,-0.625
145,juca,aroeira,temp3,folha,RII,-0.1111111111
148,juca,angico,temp3,folha,RII,0
148,juca,cating,temp3,folha,RII,0.3333333333
148,juca,aroeira,temp3,folha,RII,0.4285714286
46,jubranca,angico,temp3,folha,RII,0
46,jubranca,cating,temp3,folha,RII,0.5555555556
46,jubranca,aroeira,temp3,folha,RII,0.4285714286
19,jubranca,angico,temp3,folha,RII,-0.3333333333
19,jubranca,cating,temp3,folha,RII,0.1428571429
19,jubranca,aroeira,temp3,folha,RII,-0.4
56,jubranca,angico,temp3,folha,RII,0.6666666667
56,jubranca,cating,temp3,folha,RII,0
56,jubranca,aroeira,temp3,folha,RII,0.5
70,jubranca,angico,temp3,folha,RII,0.75
70,jubranca,cating,temp3,folha,RII,0.3333333333
70,jubranca,aroeira,temp3,folha,RII,0.75
68,jubranca,angico,temp3,folha,RII,-0.25
68,jubranca,cating,temp3,folha,RII,-0.2
68,jubranca,aroeira,temp3,folha,RII,0.6363636364
22,jupreta,angico,temp3,folha,RII,0.3333333333
22,jupreta,cating,temp3,folha,RII,0
22,jupreta,aroeira,temp3,folha,RII,-0.1818181818
98,jupreta,angico,temp3,folha,RII,0.1111111111
98,jupreta,cating,temp3,folha,RII,-0.4545454545
98,jupreta,aroeira,temp3,folha,RII,-0.1428571429
20,jupreta,angico,temp3,folha,RII,0.6666666667
20,jupreta,cating,temp3,folha,RII,0
20,jupreta,aroeira,temp3,folha,RII,0.1111111111
126,jupreta,angico,temp3,folha,RII,-0.5
126,jupreta,cating,temp3,folha,RII,0.4
126,jupreta,aroeira,temp3,folha,RII,0.6666666667
125,jupreta,angico,temp3,folha,RII,0.2307692308
125,jupreta,cating,temp3,folha,RII,-0.2
125,jupreta,aroeira,temp3,folha,RII,-0.7142857143
25,marmeleiro,angico,temp3,folha,RII,0.3333333333
25,marmeleiro,cating,temp3,folha,RII,0
25,marmeleiro,aroeira,temp3,folha,RII,0.1111111111
48,marmeleiro,angico,temp3,folha,RII,-0.6666666667
48,marmeleiro,cating,temp3,folha,RII,-0.1428571429
48,marmeleiro,aroeira,temp3,folha,RII,0
51,marmeleiro,angico,temp3,folha,RII,-0.3103448276
51,marmeleiro,cating,temp3,folha,RII,0
51,marmeleiro,aroeira,temp3,folha,RII,1
61,marmeleiro,angico,temp3,folha,RII,-0.75
61,marmeleiro,cating,temp3,folha,RII,0
61,marmeleiro,aroeira,temp3,folha,RII,0.3333333333
72,marmeleiro,angico,temp3,folha,RII,0.6
72,marmeleiro,cating,temp3,folha,RII,0
72,marmeleiro,aroeira,temp3,folha,RII,0.7777777778
62,mofumbo,angico,temp3,folha,RII,0.7777777778
62,mofumbo,cating,temp3,folha,RII,-0.2
62,mofumbo,aroeira,temp3,folha,RII,0.8461538462
71,mofumbo,angico,temp3,folha,RII,0.1428571429
71,mofumbo,cating,temp3,folha,RII,-0.6
71,mofumbo,aroeira,temp3,folha,RII,0
60,mofumbo,angico,temp3,folha,RII,0.6
60,mofumbo,cating,temp3,folha,RII,0.7142857143
60,mofumbo,aroeira,temp3,folha,RII,0
137,mofumbo,angico,temp3,folha,RII,0
137,mofumbo,cating,temp3,folha,RII,0
137,mofumbo,aroeira,temp3,folha,RII,-0.0588235294
119,mofumbo,angico,temp3,folha,RII,0.2727272727
119,mofumbo,cating,temp3,folha,RII,0
119,mofumbo,aroeira,temp3,folha,RII,0.1428571429
69,mororo,angico,temp3,folha,RII,-0.3333333333
69,mororo,cating,temp3,folha,RII,0.25
69,mororo,aroeira,temp3,folha,RII,0.75
79,mororo,angico,temp3,folha,RII,0
79,mororo,cating,temp3,folha,RII,-0.3333333333
79,mororo,aroeira,temp3,folha,RII,-0.6
84,mororo,angico,temp3,folha,RII,0
84,mororo,cating,temp3,folha,RII,-0.6
84,mororo,aroeira,temp3,folha,RII,0
152,mororo,angico,temp3,folha,RII,0
152,mororo,cating,temp3,folha,RII,0.6
152,mororo,aroeira,temp3,folha,RII,-0.1111111111
93,mororo,angico,temp3,folha,RII,0.6
93,mororo,cating,temp3,folha,RII,-0.0909090909
93,mororo,aroeira,temp3,folha,RII,0.5
52,paubranco,angico,temp3,folha,RII,-0.4
52,paubranco,cating,temp3,folha,RII,-0.2
52,paubranco,aroeira,temp3,folha,RII,-0.8
28,paubranco,angico,temp3,folha,RII,-0.4545454545
28,paubranco,cating,temp3,folha,RII,0.25
28,paubranco,aroeira,temp3,folha,RII,-0.8
110,paubranco,angico,temp3,folha,RII,0.0909090909
110,paubranco,cating,temp3,folha,RII,0
110,paubranco,aroeira,temp3,folha,RII,0.0526315789
33,paubranco,angico,temp3,folha,RII,-0.5
33,paubranco,cating,temp3,folha,RII,0.5
33,paubranco,aroeira,temp3,folha,RII,-1
146,paubranco,angico,temp3,folha,RII,-0.2
146,paubranco,cating,temp3,folha,RII,-0.1428571429
146,paubranco,aroeira,temp3,folha,RII,1
101,pereiro,angico,temp3,folha,RII,0.3333333333
101,pereiro,cating,temp3,folha,RII,0.5
101,pereiro,aroeira,temp3,folha,RII,-0.0526315789
82,pereiro,angico,temp3,folha,RII,0.0526315789
82,pereiro,cating,temp3,folha,RII,-0.4285714286
82,pereiro,aroeira,temp3,folha,RII,0.4
66,pereiro,angico,temp3,folha,RII,1
66,pereiro,cating,temp3,folha,RII,0.3333333333
66,pereiro,aroeira,temp3,folha,RII,0.7777777778
129,pereiro,angico,temp3,folha,RII,0.8
129,pereiro,cating,temp3,folha,RII,0.25
129,pereiro,aroeira,temp3,folha,RII,0
147,pereiro,angico,temp3,folha,RII,-0.3636363636
147,pereiro,cating,temp3,folha,RII,-0.1428571429
147,pereiro,aroeira,temp3,folha,RII,0.1764705882
32,umbu,angico,temp3,folha,RII,0.2857142857
32,umbu,cating,temp3,folha,RII,0.5
32,umbu,aroeira,temp3,folha,RII,0.7777777778
115,umbu,angico,temp3,folha,RII,0.1764705882
115,umbu,cating,temp3,folha,RII,0
115,umbu,aroeira,temp3,folha,RII,-0.3
158,umbu,angico,temp3,folha,RII,0
158,umbu,cating,temp3,folha,RII,0
158,umbu,aroeira,temp3,folha,RII,0.0476190476
141,umbu,angico,temp3,folha,RII,0.5714285714
141,umbu,cating,temp3,folha,RII,0.1428571429
141,umbu,aroeira,temp3,folha,RII,-0.0909090909
143,umbu,angico,temp3,folha,RII,0.2380952381
143,umbu,cating,temp3,folha,RII,0.5
143,umbu,aroeira,temp3,folha,RII,-0.0526315789
38,angico,angico,temp3,altura,RII,0.1746031746
38,angico,cating,temp3,altura,RII,-0.16
38,angico,aroeira,temp3,altura,RII,-0.1111111111
111,angico,angico,temp3,altura,RII,0.5466666667
111,angico,cating,temp3,altura,RII,-0.2777777778
111,angico,aroeira,temp3,altura,RII,-0.2063492063
58,angico,angico,temp3,altura,RII,0.0588235294
58,angico,cating,temp3,altura,RII,-0.0303030303
58,angico,aroeira,temp3,altura,RII,-0.0379746835
85,angico,angico,temp3,altura,RII,0.2285714286
85,angico,cating,temp3,altura,RII,0.4222222222
85,angico,aroeira,temp3,altura,RII,-0.1525423729
144,angico,angico,temp3,altura,RII,-0.0153846154
144,angico,cating,temp3,altura,RII,0.1162790698
144,angico,aroeira,temp3,altura,RII,0.0588235294
113,algodao,angico,temp3,altura,RII,-0.3260869565
113,algodao,cating,temp3,altura,RII,0.0384615385
113,algodao,aroeira,temp3,altura,RII,0.1733333333
123,algodao,angico,temp3,altura,RII,0.125
123,algodao,cating,temp3,altura,RII,0.0204081633
123,algodao,aroeira,temp3,altura,RII,-0.0882352941
122,algodao,angico,temp3,altura,RII,0.1940298507
122,algodao,cating,temp3,altura,RII,-0.0666666667
122,algodao,aroeira,temp3,altura,RII,0.1290322581
156,algodao,angico,temp3,altura,RII,-0.0877192982
156,algodao,cating,temp3,altura,RII,-0.1343283582
156,algodao,aroeira,temp3,altura,RII,0
157,algodao,angico,temp3,altura,RII,0.2203389831
157,algodao,cating,temp3,altura,RII,-0.3191489362
157,algodao,aroeira,temp3,altura,RII,-0.0447761194
41,burra,angico,temp3,altura,RII,0.2666666667
41,burra,cating,temp3,altura,RII,0.0967741935
41,burra,aroeira,temp3,altura,RII,-0.0175438596
102,burra,angico,temp3,altura,RII,0.2134831461
102,burra,cating,temp3,altura,RII,0.1481481481
102,burra,aroeira,temp3,altura,RII,0.014084507
81,burra,angico,temp3,altura,RII,-0.1923076923
81,burra,cating,temp3,altura,RII,0.1052631579
81,burra,aroeira,temp3,altura,RII,0.1076923077
88,burra,angico,temp3,altura,RII,0.2666666667
88,burra,cating,temp3,altura,RII,0.2857142857
88,burra,aroeira,temp3,altura,RII,-0.0410958904
128,burra,angico,temp3,altura,RII,0.1666666667
128,burra,cating,temp3,altura,RII,0.1923076923
128,burra,aroeira,temp3,altura,RII,0.0447761194
30,catanduva,angico,temp3,altura,RII,-0.2452830189
30,catanduva,cating,temp3,altura,RII,0.0740740741
30,catanduva,aroeira,temp3,altura,RII,0.0786516854
43,catanduva,angico,temp3,altura,RII,0.0666666667
43,catanduva,cating,temp3,altura,RII,-0.2105263158
43,catanduva,aroeira,temp3,altura,RII,0.1940298507
108,catanduva,angico,temp3,altura,RII,0.1153846154
108,catanduva,cating,temp3,altura,RII,0.1304347826
108,catanduva,aroeira,temp3,altura,RII,0.1940298507
65,catanduva,angico,temp3,altura,RII,-0.0333333333
65,catanduva,cating,temp3,altura,RII,0.25
65,catanduva,aroeira,temp3,altura,RII,0.1506849315
131,catanduva,angico,temp3,altura,RII,0.0566037736
131,catanduva,cating,temp3,altura,RII,-0.05
131,catanduva,aroeira,temp3,altura,RII,-0.0149253731
21,catingueira,angico,temp3,altura,RII,0.1621621622
21,catingueira,cating,temp3,altura,RII,-0.1428571429
21,catingueira,aroeira,temp3,altura,RII,-0.0322580645
35,catingueira,angico,temp3,altura,RII,0.25
35,catingueira,cating,temp3,altura,RII,-0.1358024691
35,catingueira,aroeira,temp3,altura,RII,-0.1940298507
64,catingueira,angico,temp3,altura,RII,1
64,catingueira,cating,temp3,altura,RII,-0.3962264151
64,catingueira,aroeira,temp3,altura,RII,0.1388888889
95,catingueira,angico,temp3,altura,RII,0.1044776119
95,catingueira,cating,temp3,altura,RII,-0.0212765957
95,catingueira,aroeira,temp3,altura,RII,0.04
127,catingueira,angico,temp3,altura,RII,-0.2
127,catingueira,cating,temp3,altura,RII,0
127,catingueira,aroeira,temp3,altura,RII,-0.1470588235
97,cumaru,angico,temp3,altura,RII,-0.1951219512
97,cumaru,cating,temp3,altura,RII,0.125
97,cumaru,aroeira,temp3,altura,RII,0.1228070175
149,cumaru,angico,temp3,altura,RII,0.4166666667
149,cumaru,cating,temp3,altura,RII,-0.125
149,cumaru,aroeira,temp3,altura,RII,0
100,cumaru,angico,temp3,altura,RII,-0.164556962
100,cumaru,cating,temp3,altura,RII,0
100,cumaru,aroeira,temp3,altura,RII,0.0434782609
53,cumaru,angico,temp3,altura,RII,-0.1368421053
53,cumaru,cating,temp3,altura,RII,0.1333333333
53,cumaru,aroeira,temp3,altura,RII,-0.03125
23,cumaru,angico,temp3,altura,RII,0.0508474576
23,cumaru,cating,temp3,altura,RII,-0.1785714286
23,cumaru,aroeira,temp3,altura,RII,-0.0666666667
138,favelinha,angico,temp3,altura,RII,0.2328767123
138,favelinha,cating,temp3,altura,RII,-0.2272727273
138,favelinha,aroeira,temp3,altura,RII,-0.0909090909
124,favelinha,angico,temp3,altura,RII,0.3191489362
124,favelinha,cating,temp3,altura,RII,0.1111111111
124,favelinha,aroeira,temp3,altura,RII,0.0545454545
153,favelinha,angico,temp3,altura,RII,0.1666666667
153,favelinha,cating,temp3,altura,RII,0.1538461538
153,favelinha,aroeira,temp3,altura,RII,0.1470588235
154,favelinha,angico,temp3,altura,RII,0.0882352941
154,favelinha,cating,temp3,altura,RII,0.0163934426
154,favelinha,aroeira,temp3,altura,RII,0.1232876712
155,favelinha,angico,temp3,altura,RII,-0.2631578947
155,favelinha,cating,temp3,altura,RII,0.023255814
155,favelinha,aroeira,temp3,altura,RII,0.0153846154
24,feijao,angico,temp3,altura,RII,-0.125
24,feijao,cating,temp3,altura,RII,0.2
24,feijao,aroeira,temp3,altura,RII,-0.0120481928
67,feijao,angico,temp3,altura,RII,-0.064516129
67,feijao,cating,temp3,altura,RII,0.2156862745
67,feijao,aroeira,temp3,altura,RII,-0.0769230769
75,feijao,angico,temp3,altura,RII,0.1578947368
75,feijao,cating,temp3,altura,RII,0.0344827586
75,feijao,aroeira,temp3,altura,RII,-0.0465116279
80,feijao,angico,temp3,altura,RII,-0.3
80,feijao,cating,temp3,altura,RII,0.1666666667
80,feijao,aroeira,temp3,altura,RII,0.1020408163
134,feijao,angico,temp3,altura,RII,-0.0666666667
134,feijao,cating,temp3,altura,RII,0.3777777778
134,feijao,aroeira,temp3,altura,RII,0.0476190476
27,imbiratanha,angico,temp3,altura,RII,0.1076923077
27,imbiratanha,cating,temp3,altura,RII,0.0526315789
27,imbiratanha,aroeira,temp3,altura,RII,0.0149253731
150,imbiratanha,angico,temp3,altura,RII,0.0588235294
150,imbiratanha,cating,temp3,altura,RII,-0.0545454545
150,imbiratanha,aroeira,temp3,altura,RII,-0.1333333333
73,imbiratanha,angico,temp3,altura,RII,0.1780821918
73,imbiratanha,cating,temp3,altura,RII,-0.2972972973
73,imbiratanha,aroeira,temp3,altura,RII,0.1081081081
78,imbiratanha,angico,temp3,altura,RII,-0.1428571429
78,imbiratanha,cating,temp3,altura,RII,-0.027027027
78,imbiratanha,aroeira,temp3,altura,RII,-0.1267605634
160,imbiratanha,angico,temp3,altura,RII,-0.08
160,imbiratanha,cating,temp3,altura,RII,0.0416666667
160,imbiratanha,aroeira,temp3,altura,RII,-0.1388888889
57,imburana,angico,temp3,altura,RII,0.0181818182
57,imburana,cating,temp3,altura,RII,0.0416666667
57,imburana,aroeira,temp3,altura,RII,-0.1388888889
151,imburana,angico,temp3,altura,RII,0.09375
151,imburana,cating,temp3,altura,RII,0.3448275862
151,imburana,aroeira,temp3,altura,RII,0.0487804878
74,imburana,angico,temp3,altura,RII,-0.0769230769
74,imburana,cating,temp3,altura,RII,-0.1428571429
74,imburana,aroeira,temp3,altura,RII,-0.1052631579
76,imburana,angico,temp3,altura,RII,-0.1470588235
76,imburana,cating,temp3,altura,RII,0.2916666667
76,imburana,aroeira,temp3,altura,RII,0.0526315789
159,imburana,angico,temp3,altura,RII,-0.0136986301
159,imburana,cating,temp3,altura,RII,-0.1481481481
159,imburana,aroeira,temp3,altura,RII,-0.0769230769
34,ipe,angico,temp3,altura,RII,-0.1904761905
34,ipe,cating,temp3,altura,RII,-0.1538461538
34,ipe,aroeira,temp3,altura,RII,-0.0833333333
112,ipe,angico,temp3,altura,RII,-0.0508474576
112,ipe,cating,temp3,altura,RII,0.2340425532
112,ipe,aroeira,temp3,altura,RII,0
55,ipe,angico,temp3,altura,RII,0
55,ipe,cating,temp3,altura,RII,-0.2075471698
55,ipe,aroeira,temp3,altura,RII,-0.2112676056
132,ipe,angico,temp3,altura,RII,-0.0384615385
132,ipe,cating,temp3,altura,RII,0.2105263158
132,ipe,aroeira,temp3,altura,RII,0.1267605634
118,ipe,angico,temp3,altura,RII,-0.0377358491
118,ipe,cating,temp3,altura,RII,0.023255814
118,ipe,aroeira,temp3,altura,RII,-0.0410958904
130,juca,angico,temp3,altura,RII,-0.2142857143
130,juca,cating,temp3,altura,RII,-0.2592592593
130,juca,aroeira,temp3,altura,RII,-0.1515151515
136,juca,angico,temp3,altura,RII,-0.1923076923
136,juca,cating,temp3,altura,RII,0.2063492063
136,juca,aroeira,temp3,altura,RII,-0.0909090909
139,juca,angico,temp3,altura,RII,-0.03125
139,juca,cating,temp3,altura,RII,0.1063829787
139,juca,aroeira,temp3,altura,RII,0.0461538462
145,juca,angico,temp3,altura,RII,0
145,juca,cating,temp3,altura,RII,-0.0416666667
145,juca,aroeira,temp3,altura,RII,0.164556962
148,juca,angico,temp3,altura,RII,-0.1803278689
148,juca,cating,temp3,altura,RII,-0.1515151515
148,juca,aroeira,temp3,altura,RII,0.0967741935
46,jubranca,angico,temp3,altura,RII,-0.0227272727
46,jubranca,cating,temp3,altura,RII,-0.0666666667
46,jubranca,aroeira,temp3,altura,RII,0.1111111111
19,jubranca,angico,temp3,altura,RII,0.1
19,jubranca,cating,temp3,altura,RII,-0.3529411765
19,jubranca,aroeira,temp3,altura,RII,-0.03125
56,jubranca,angico,temp3,altura,RII,-0.1111111111
56,jubranca,cating,temp3,altura,RII,-0.1162790698
56,jubranca,aroeira,temp3,altura,RII,0.04
70,jubranca,angico,temp3,altura,RII,0.275862069
70,jubranca,cating,temp3,altura,RII,0.25
70,jubranca,aroeira,temp3,altura,RII,-0.125
68,jubranca,angico,temp3,altura,RII,-0.1549295775
68,jubranca,cating,temp3,altura,RII,0.2307692308
68,jubranca,aroeira,temp3,altura,RII,-0.1142857143
22,jupreta,angico,temp3,altura,RII,-0.2162162162
22,jupreta,cating,temp3,altura,RII,0.2459016393
22,jupreta,aroeira,temp3,altura,RII,0.0153846154
98,jupreta,angico,temp3,altura,RII,0.3243243243
98,jupreta,cating,temp3,altura,RII,-0.5483870968
98,jupreta,aroeira,temp3,altura,RII,0.0704225352
20,jupreta,angico,temp3,altura,RII,-0.0158730159
20,jupreta,cating,temp3,altura,RII,0.1428571429
20,jupreta,aroeira,temp3,altura,RII,0.0333333333
126,jupreta,angico,temp3,altura,RII,0.0384615385
126,jupreta,cating,temp3,altura,RII,0.137254902
126,jupreta,aroeira,temp3,altura,RII,0.037037037
125,jupreta,angico,temp3,altura,RII,0.2051282051
125,jupreta,cating,temp3,altura,RII,-0.0666666667
125,jupreta,aroeira,temp3,altura,RII,0.0181818182
25,marmeleiro,angico,temp3,altura,RII,0.1212121212
25,marmeleiro,cating,temp3,altura,RII,0.0740740741
25,marmeleiro,aroeira,temp3,altura,RII,-0.0285714286
48,marmeleiro,angico,temp3,altura,RII,-0.3870967742
48,marmeleiro,cating,temp3,altura,RII,-0.08
48,marmeleiro,aroeira,temp3,altura,RII,0.1052631579
51,marmeleiro,angico,temp3,altura,RII,0.1067961165
51,marmeleiro,cating,temp3,altura,RII,0.0294117647
51,marmeleiro,aroeira,temp3,altura,RII,1
61,marmeleiro,angico,temp3,altura,RII,0.0652173913
61,marmeleiro,cating,temp3,altura,RII,0.1228070175
61,marmeleiro,aroeira,temp3,altura,RII,0.1641791045
72,marmeleiro,angico,temp3,altura,RII,0.5593220339
72,marmeleiro,cating,temp3,altura,RII,-0.1666666667
72,marmeleiro,aroeira,temp3,altura,RII,0.064516129
62,mofumbo,angico,temp3,altura,RII,-0.2391304348
62,mofumbo,cating,temp3,altura,RII,0.3214285714
62,mofumbo,aroeira,temp3,altura,RII,0.1506849315
71,mofumbo,angico,temp3,altura,RII,0.1071428571
