plot,nurse,target,tempo,altura,folha
52,paubranco,angico,temp3,-0.0606060606,-0.4
52,paubranco,angico,temp4,-0.0909090909,-0.1428571429
52,paubranco,angico,temp5,-0.0746268657,0.2
52,paubranco,angico,temp6,1,1
52,paubranco,angico,temp7,1,1
52,paubranco,angico,temp8,1,1
52,paubranco,angico,temp9,1,1
52,paubranco,aroeira,temp1,-0.1428571429,0
52,paubranco,aroeira,temp2,-0.1538461538,0
52,paubranco,aroeira,temp3,-0.1232876712,-0.8
52,paubranco,aroeira,temp4,-0.2,-0.3333333333
52,paubranco,aroeira,temp5,-0.1315789474,-0.3333333333
52,paubranco,aroeira,temp6,-0.1466666667,-0.3333333333
52,paubranco,aroeira,temp7,-0.1466666667,0
52,paubranco,aroeira,temp8,-0.1506849315,0
52,paubranco,aroeira,temp9,0,-0.1232876712
52,paubranco,cating,temp1,0.3623188406,0.3333333333
52,paubranco,cating,temp2,0.4166666667,0.2857142857
52,paubranco,cating,temp3,0.5072463768,-0.2
52,paubranco,cating,temp4,0.4246575342,0
52,paubranco,cating,temp5,0.4246575342,0.25
52,paubranco,cating,temp6,0.4285714286,0.5
52,paubranco,cating,temp7,0.4520547945,0
52,paubranco,cating,temp8,0.4794520548,0
52,paubranco,cating,temp9,0,0.4782608696
53,cumaru,angico,temp1,-0.1224489796,-0.037037037
53,cumaru,angico,temp2,-0.1546391753,0.0588235294
53,cumaru,angico,temp3,-0.1368421053,0.2727272727
53,cumaru,angico,temp4,-0.0344827586,-0.2
53,cumaru,angico,temp5,1,1
53,cumaru,angico,temp6,1,1
53,cumaru,angico,temp7,1,1
53,cumaru,angico,temp8,1,1
53,cumaru,angico,temp9,1,1
53,cumaru,aroeira,temp1,-0.0819672131,-0.12
53,cumaru,aroeira,temp2,-0.09375,-0.1111111111
53,cumaru,aroeira,temp3,-0.03125,-0.4117647059
53,cumaru,aroeira,temp4,0,-0.6
53,cumaru,aroeira,temp5,0.0461538462,-0.5
53,cumaru,aroeira,temp6,-0.03125,-0.3333333333
53,cumaru,aroeira,temp7,-0.03125,0
53,cumaru,aroeira,temp8,0,0
53,cumaru,aroeira,temp9,0,0
53,cumaru,cating,temp1,0.1333333333,-0.3333333333
53,cumaru,cating,temp2,0.0588235294,-0.3333333333
53,cumaru,cating,temp3,0.1333333333,-0.6
53,cumaru,cating,temp4,0,-0.6
53,cumaru,cating,temp5,0.0285714286,0
53,cumaru,cating,temp6,0,0
53,cumaru,cating,temp7,0.125,0
53,cumaru,cating,temp8,0.0303030303,0
53,cumaru,cating,temp9,0,0.1176470588
55,ipe,angico,temp1,0.03125,0.2631578947
55,ipe,angico,temp2,-0.03125,0.1764705882
55,ipe,angico,temp3,0,-0.2727272727
55,ipe,angico,temp4,1,1
55,ipe,angico,temp5,1,1
55,ipe,angico,temp6,1,1
55,ipe,angico,temp7,1,1
55,ipe,angico,temp8,1,1
55,ipe,angico,temp9,1,1
55,ipe,aroeira,temp1,-0.2112676056,-0.1
55,ipe,aroeira,temp2,-0.1549295775,-0.1
55,ipe,aroeira,temp3,-0.2112676056,0.6
55,ipe,aroeira,temp4,-0.2432432432,0.3333333333
55,ipe,aroeira,temp5,-0.2054794521,0
55,ipe,aroeira,temp6,-0.4666666667,0
55,ipe,aroeira,temp7,-0.2105263158,0
55,ipe,aroeira,temp8,-0.2328767123,0
55,ipe,aroeira,temp9,0,-0.2394366197
55,ipe,cating,temp1,-0.2363636364,0
55,ipe,cating,temp2,0,0
55,ipe,cating,temp3,-0.2075471698,0.3333333333
55,ipe,cating,temp4,-0.2280701754,0.3333333333
55,ipe,cating,temp5,-0.25,0.3333333333
55,ipe,cating,temp6,-0.2363636364,0
55,ipe,cating,temp7,-0.2142857143,0
55,ipe,cating,temp8,-0.2347826087,0
55,ipe,cating,temp9,0,-0.2280701754
56,jubranca,angico,temp1,-0.0985915493,-0.5
56,jubranca,angico,temp2,-0.1014492754,-0.3333333333
56,jubranca,angico,temp3,-0.1111111111,0.6666666667
56,jubranca,angico,temp4,-0.1428571429,0.6
56,jubranca,angico,temp5,-0.1267605634,0.5
56,jubranca,angico,temp6,-0.1142857143,0.5
56,jubranca,angico,temp7,-0.1142857143,0
56,jubranca,angico,temp8,-1,-1
56,jubranca,angico,temp9,0,0
56,jubranca,aroeira,temp1,-0.04,0.2413793103
56,jubranca,aroeira,temp2,-0.014084507,0.2666666667
56,jubranca,aroeira,temp3,0.04,0.5
56,jubranca,aroeira,temp4,0.027027027,-0.1428571429
56,jubranca,aroeira,temp5,0.027027027,0.5
56,jubranca,aroeira,temp6,0.0133333333,0.5
56,jubranca,aroeira,temp7,0,0.5
56,jubranca,aroeira,temp8,1,1
56,jubranca,aroeira,temp9,1,1
56,jubranca,cating,temp1,-0.0588235294,0
56,jubranca,cating,temp2,-0.1555555556,0
56,jubranca,cating,temp3,-0.1162790698,0
56,jubranca,cating,temp4,-0.1555555556,0
56,jubranca,cating,temp5,-0.1304347826,-0.3333333333
56,jubranca,cating,temp6,-0.125,0
56,jubranca,cating,temp7,-0.2743362832,0
56,jubranca,cating,temp8,0,0
56,jubranca,cating,temp9,0,0
57,imburana,angico,temp1,0,-0.0588235294
57,imburana,angico,temp2,0.037037037,-0.1578947368
57,imburana,angico,temp3,0.0181818182,0.6666666667
57,imburana,angico,temp4,0,0.6666666667
57,imburana,angico,temp5,0,0.6
57,imburana,angico,temp6,0.0357142857,0.6
57,imburana,angico,temp7,0.0357142857,0.6
57,imburana,angico,temp8,0.0181818182,0
57,imburana,angico,temp9,-1,-1
57,imburana,aroeira,temp1,-0.0967741935,0.1428571429
57,imburana,aroeira,temp2,-0.0625,0.2
57,imburana,aroeira,temp3,-0.1388888889,0.75
57,imburana,aroeira,temp4,-0.1304347826,-0.1428571429
57,imburana,aroeira,temp5,-0.0793650794,0
57,imburana,aroeira,temp6,-0.0625,0
57,imburana,aroeira,temp7,-0.0708661417,0
57,imburana,aroeira,temp8,-0.1212121212,0
57,imburana,aroeira,temp9,0,-0.09375
57,imburana,cating,temp1,0.1481481481,-0.2727272727
57,imburana,cating,temp2,0,-0.1428571429
57,imburana,cating,temp3,0.0416666667,-0.1111111111
57,imburana,cating,temp4,0.0416666667,-0.4285714286
57,imburana,cating,temp5,0.0212765957,-0.6666666667
57,imburana,cating,temp6,0.0869565217,-0.6
57,imburana,cating,temp7,0.0204081633,-0.6
57,imburana,cating,temp8,0.0612244898,0
57,imburana,cating,temp9,0,0.0204081633
58,angico,angico,temp1,-0.0392156863,-0.8421052632
58,angico,angico,temp2,0.0285714286,-0.4117647059
58,angico,angico,temp3,0.0588235294,-0.8947368421
58,angico,angico,temp4,0.0093457944,-0.875
58,angico,angico,temp5,-0.0833333333,-0.7777777778
58,angico,angico,temp6,-0.1590909091,-0.7142857143
58,angico,angico,temp7,0.0576923077,0
58,angico,angico,temp8,0.0754716981,0
58,angico,angico,temp9,0,0.0642201835
58,angico,aroeira,temp1,0.012345679,0.0833333333
58,angico,aroeira,temp2,0.04,-0.0476190476
58,angico,aroeira,temp3,-0.0379746835,-0.3333333333
58,angico,aroeira,temp4,-0.025,0.6
58,angico,aroeira,temp5,-0.025,0.3333333333
58,angico,aroeira,temp6,-0.0526315789,0.2
58,angico,aroeira,temp7,0,0.2
58,angico,aroeira,temp8,-0.025,0
58,angico,aroeira,temp9,0,-0.025
58,angico,cating,temp1,-0.0144927536,0.4285714286
58,angico,cating,temp2,-0.0606060606,0
58,angico,cating,temp3,-0.0303030303,0
58,angico,cating,temp4,-0.0303030303,-0.5
58,angico,cating,temp5,-0.0153846154,0
58,angico,cating,temp6,-0.0294117647,0
58,angico,cating,temp7,-0.0447761194,0
58,angico,cating,temp8,-0.0294117647,0
58,angico,cating,temp9,0,-0.0606060606
60,mofumbo,angico,temp1,0.3086419753,-0.3157894737
60,mofumbo,angico,temp2,0.3417721519,-0.2307692308
60,mofumbo,angico,temp3,0.3333333333,0.6
60,mofumbo,angico,temp4,0.3333333333,0.2
60,mofumbo,angico,temp5,0.3,0.3333333333
60,mofumbo,angico,temp6,-1,-1
60,mofumbo,angico,temp7,-1,-1
60,mofumbo,angico,temp8,-1,-1
60,mofumbo,angico,temp9,-1,-1
60,mofumbo,aroeira,temp1,0.0833333333,-0.2173913043
60,mofumbo,aroeira,temp2,0.1044776119,-0.25
60,mofumbo,aroeira,temp3,0.0746268657,0
60,mofumbo,aroeira,temp4,1,1
60,mofumbo,aroeira,temp5,1,1
60,mofumbo,aroeira,temp6,1,1
60,mofumbo,aroeira,temp7,1,1
60,mofumbo,aroeira,temp8,1,1
60,mofumbo,aroeira,temp9,1,1
60,mofumbo,cating,temp1,0.0666666667,0.0909090909
60,mofumbo,cating,temp2,0.023255814,0
60,mofumbo,cating,temp3,0,0.7142857143
60,mofumbo,cating,temp4,0.0454545455,0.6666666667
60,mofumbo,cating,temp5,0,0.5
60,mofumbo,cating,temp6,0,0.3333333333
60,mofumbo,cating,temp7,0.0454545455,0
60,mofumbo,cating,temp8,-1,-1
60,mofumbo,cating,temp9,-1,-1
61,marmeleiro,angico,temp1,0.0625,0.0434782609
61,marmeleiro,angico,temp2,0.0652173913,0.0526315789
61,marmeleiro,angico,temp3,0.0652173913,-0.75
61,marmeleiro,angico,temp4,0.0434782609,-0.6
61,marmeleiro,angico,temp5,-0.0204081633,0
61,marmeleiro,angico,temp6,1,1
61,marmeleiro,angico,temp7,1,1
61,marmeleiro,angico,temp8,1,1
61,marmeleiro,angico,temp9,1,1
61,marmeleiro,aroeira,temp1,0.0882352941,0.2
61,marmeleiro,aroeira,temp2,0.1515151515,0.1578947368
61,marmeleiro,aroeira,temp3,0.1641791045,0.3333333333
61,marmeleiro,aroeira,temp4,0.1470588235,0.2
61,marmeleiro,aroeira,temp5,0.1641791045,0.5
61,marmeleiro,aroeira,temp6,0.1641791045,0.5
61,marmeleiro,aroeira,temp7,0.1641791045,0.5
61,marmeleiro,aroeira,temp8,0.1515151515,0
61,marmeleiro,aroeira,temp9,0,0.1515151515
61,marmeleiro,cating,temp1,0.1875,0.0909090909
61,marmeleiro,cating,temp2,0.2203389831,0.0909090909
61,marmeleiro,cating,temp3,0.1228070175,0
61,marmeleiro,cating,temp4,0.1228070175,0.6
61,marmeleiro,cating,temp5,0.2,0.6
61,marmeleiro,cating,temp6,0.2131147541,0.3333333333
61,marmeleiro,cating,temp7,0.186440678,0
61,marmeleiro,cating,temp8,0.2,0
61,marmeleiro,cating,temp9,0,0.186440678
62,mofumbo,angico,temp1,-0.2134831461,0.8
62,mofumbo,angico,temp2,-0.25,0.8181818182
62,mofumbo,angico,temp3,-0.2391304348,0.7777777778
62,mofumbo,angico,temp4,1,1
62,mofumbo,angico,temp5,1,1
62,mofumbo,angico,temp6,1,1
62,mofumbo,angico,temp7,1,1
62,mofumbo,angico,temp8,1,1
62,mofumbo,angico,temp9,1,1
62,mofumbo,aroeira,temp1,-0.0294117647,0.0909090909
62,mofumbo,aroeira,temp2,0.095890411,0.0909090909
62,mofumbo,aroeira,temp3,0.1506849315,0.8461538462
62,mofumbo,aroeira,temp4,0.1081081081,0.2
62,mofumbo,aroeira,temp5,0.1232876712,0.5
62,mofumbo,aroeira,temp6,0.1506849315,0
62,mofumbo,aroeira,temp7,0.12,-0.3333333333
62,mofumbo,aroeira,temp8,-0.0153846154,0
62,mofumbo,aroeira,temp9,0,0.12
62,mofumbo,cating,temp1,0.1538461538,0.2
62,mofumbo,cating,temp2,0.2692307692,-0.25
62,mofumbo,cating,temp3,0.3214285714,-0.2
62,mofumbo,cating,temp4,0.2592592593,-0.3333333333
62,mofumbo,cating,temp5,0.2830188679,-0.2
62,mofumbo,cating,temp6,0.2962962963,-0.5
62,mofumbo,cating,temp7,0.3448275862,0
62,mofumbo,cating,temp8,0.4230769231,0
62,mofumbo,cating,temp9,0,0.3725490196
64,catingueira,angico,temp1,0.1071428571,0.4285714286
64,catingueira,angico,temp2,0.1538461538,0.375
64,catingueira,angico,temp3,1,1
64,catingueira,angico,temp4,1,1
64,catingueira,angico,temp5,1,1
64,catingueira,angico,temp6,1,1
64,catingueira,angico,temp7,1,1
64,catingueira,angico,temp8,1,1
64,catingueira,angico,temp9,1,1
64,catingueira,aroeira,temp1,0.2571428571,-0.04
64,catingueira,aroeira,temp2,0.1142857143,0.0526315789
64,catingueira,aroeira,temp3,0.1388888889,0
64,catingueira,aroeira,temp4,0.1232876712,-0.4285714286
64,catingueira,aroeira,temp5,0.1168831169,0.2
64,catingueira,aroeira,temp6,0.2463768116,0.2
64,catingueira,aroeira,temp7,0.9545454545,0.3333333333
64,catingueira,aroeira,temp8,0.3333333333,0
64,catingueira,aroeira,temp9,0,0.3225806452
64,catingueira,cating,temp1,-0.3333333333,0.2
64,catingueira,cating,temp2,-0.3333333333,0.2
64,catingueira,cating,temp3,-0.3962264151,0
64,catingueira,cating,temp4,-0.3333333333,0
64,catingueira,cating,temp5,-0.3454545455,0
64,catingueira,cating,temp6,-0.3214285714,0
64,catingueira,cating,temp7,-0.4603174603,0
64,catingueira,cating,temp8,-0.3333333333,0
64,catingueira,cating,temp9,0,-0.2962962963
65,catanduva,angico,temp1,-0.0153846154,0.4285714286
65,catanduva,angico,temp2,0,-0.3333333333
65,catanduva,angico,temp3,-0.0333333333,0.3333333333
65,catanduva,angico,temp4,-0.0491803279,0.3333333333
65,catanduva,angico,temp5,0.25,0.3333333333
65,catanduva,angico,temp6,-0.03125,0.3333333333
65,catanduva,angico,temp7,-0.03125,0.3333333333
65,catanduva,angico,temp8,-1,-1
65,catanduva,angico,temp9,-1,-1
65,catanduva,aroeira,temp1,0.1139240506,-0.1
65,catanduva,aroeira,temp2,0.1428571429,0
65,catanduva,aroeira,temp3,0.1506849315,0.5
65,catanduva,aroeira,temp4,0.0649350649,0
65,catanduva,aroeira,temp5,0.0909090909,0.3333333333
65,catanduva,aroeira,temp6,0.12,0
65,catanduva,aroeira,temp7,0.0933333333,0
65,catanduva,aroeira,temp8,0.1025641026,0.3333333333
65,catanduva,aroeira,temp9,0,0.0933333333
65,catanduva,cating,temp1,0.24,-0.1111111111
65,catanduva,cating,temp2,0.24,0.1111111111
65,catanduva,cating,temp3,0.25,-0.6
65,catanduva,cating,temp4,0,-0.1428571429
65,catanduva,cating,temp5,0.1836734694,0.3333333333
65,catanduva,cating,temp6,0.1764705882,0
65,catanduva,cating,temp7,0.1923076923,0
65,catanduva,cating,temp8,0.1923076923,0
65,catanduva,cating,temp9,1,1
66,pereiro,angico,temp1,-0.064516129,0.1764705882
66,pereiro,angico,temp2,0,0.1578947368
66,pereiro,angico,temp3,1,1
66,pereiro,angico,temp4,1,1
66,pereiro,angico,temp5,1,1
66,pereiro,angico,temp6,1,1
66,pereiro,angico,temp7,1,1
66,pereiro,angico,temp8,1,1
66,pereiro,angico,temp9,0,0
66,pereiro,aroeira,temp1,-0.0149253731,0
66,pereiro,aroeira,temp2,0.0606060606,0
66,pereiro,aroeira,temp3,0.0303030303,0.7777777778
66,pereiro,aroeira,temp4,0.0461538462,0.3333333333
66,pereiro,aroeira,temp5,0.0461538462,0.2
66,pereiro,aroeira,temp6,0.03125,0
66,pereiro,aroeira,temp7,0.0461538462,0
66,pereiro,aroeira,temp8,0.0447761194,0
66,pereiro,aroeira,temp9,0,0.0461538462
66,pereiro,cating,temp1,-0.1818181818,-0.1111111111
66,pereiro,cating,temp2,-0.0666666667,0.3333333333
66,pereiro,cating,temp3,-0.1111111111,0.3333333333
66,pereiro,cating,temp4,-0.095890411,0.3333333333
66,pereiro,cating,temp5,-0.1081081081,0.6
66,pereiro,cating,temp6,-0.095890411,0.5
66,pereiro,cating,temp7,-0.1081081081,0.6
66,pereiro,cating,temp8,-0.0684931507,0
66,pereiro,cating,temp9,1,1
67,feijao,angico,temp1,-0.0322580645,0.1428571429
67,feijao,angico,temp2,-0.064516129,0.1428571429
67,feijao,angico,temp3,-0.064516129,0
67,feijao,angico,temp4,-1,-1
67,feijao,angico,temp5,-1,-1
67,feijao,angico,temp6,-1,-1
67,feijao,angico,temp7,-1,-1
67,feijao,angico,temp8,-1,-1
67,feijao,angico,temp9,-1,-1
67,feijao,aroeira,temp1,0.0158730159,0.0909090909
67,feijao,aroeira,temp2,0,0.0909090909
67,feijao,aroeira,temp3,-0.0769230769,0.6666666667
67,feijao,aroeira,temp4,-0.0697674419,0.2
67,feijao,aroeira,temp5,-0.0461538462,0.2
67,feijao,aroeira,temp6,-0.0461538462,0
67,feijao,aroeira,temp7,-0.0534351145,0
67,feijao,aroeira,temp8,0.1428571429,0
67,feijao,aroeira,temp9,0,-0.0303030303
67,feijao,cating,temp1,0.2631578947,0.6470588235
67,feijao,cating,temp2,0.2592592593,0.7894736842
67,feijao,cating,temp3,0.2156862745,0.3333333333
67,feijao,cating,temp4,0.2280701754,0
67,feijao,cating,temp5,0.2452830189,0
67,feijao,cating,temp6,0.2727272727,0
67,feijao,cating,temp7,0.2727272727,0
67,feijao,cating,temp8,0.2727272727,0
67,feijao,cating,temp9,0,0.2592592593
68,jubranca,angico,temp1,-0.1733333333,0.2857142857
68,jubranca,angico,temp2,-0.1428571429,0.2307692308
68,jubranca,angico,temp3,-0.1549295775,-0.25
68,jubranca,angico,temp4,-0.1506849315,-0.4285714286
68,jubranca,angico,temp5,-0.1428571429,-0.25
68,jubranca,angico,temp6,-0.1549295775,-0.25
68,jubranca,angico,temp7,1,1
68,jubranca,angico,temp8,0,0
68,jubranca,angico,temp9,0,0
68,jubranca,aroeira,temp1,-0.2173913043,-0.0769230769
68,jubranca,aroeira,temp2,-0.1594202899,-0.04
68,jubranca,aroeira,temp3,-0.1142857143,0.6363636364
68,jubranca,aroeira,temp4,-0.1714285714,0.2
68,jubranca,aroeira,temp5,-0.1641791045,0.2
68,jubranca,aroeira,temp6,-0.1641791045,0.2
68,jubranca,aroeira,temp7,-0.1641791045,0.2
68,jubranca,aroeira,temp8,-0.1641791045,-0.3333333333
68,jubranca,aroeira,temp9,1,1
68,jubranca,cating,temp1,0.2592592593,0
68,jubranca,cating,temp2,0.3214285714,0.1428571429
68,jubranca,cating,temp3,0.2307692308,-0.2
68,jubranca,cating,temp4,0.2222222222,-0.2
68,jubranca,cating,temp5,0.1923076923,0
68,jubranca,cating,temp6,0.2222222222,-0.2
68,jubranca,cating,temp7,0.2452830189,0.3333333333
68,jubranca,cating,temp8,1,1
68,jubranca,cating,temp9,1,1
69,mororo,angico,temp1,0.1071428571,0.6470588235
69,mororo,angico,temp2,0.1428571429,0.5714285714
69,mororo,angico,temp3,0.1428571429,-0.3333333333
69,mororo,angico,temp4,0.1034482759,0.3333333333
69,mororo,angico,temp5,0.1636363636,-0.1111111111
69,mororo,angico,temp6,0.1379310345,-0.1428571429
69,mororo,angico,temp7,0.1327433628,-0.3333333333
69,mororo,angico,temp8,0.1379310345,-0.5
69,mororo,angico,temp9,-0.5,0.1379310345
69,mororo,aroeira,temp1,0.0602409639,-0.1818181818
69,mororo,aroeira,temp2,0.0843373494,-0.2
69,mororo,aroeira,temp3,0.0843373494,0.75
69,mororo,aroeira,temp4,0.0361445783,0
69,mororo,aroeira,temp5,0.0617283951,0
69,mororo,aroeira,temp6,0.0617283951,-0.2
69,mororo,aroeira,temp7,0.0487804878,0
69,mororo,aroeira,temp8,0.0487804878,0
69,mororo,aroeira,temp9,0,0.0487804878
69,mororo,cating,temp1,0.1351351351,0.4285714286
69,mororo,cating,temp2,0.1891891892,0.1111111111
69,mororo,cating,temp3,0.1666666667,0.25
69,mororo,cating,temp4,0.1666666667,0.1428571429
69,mororo,cating,temp5,0.1666666667,0.3333333333
69,mororo,cating,temp6,0.2105263158,0.1428571429
69,mororo,cating,temp7,-0.0638297872,0
69,mororo,cating,temp8,0.1891891892,-0.3333333333
69,mororo,cating,temp9,-0.3333333333,0.2105263158
70,jubranca,angico,temp1,0.3,0.1666666667
70,jubranca,angico,temp2,0.275862069,0.2727272727
70,jubranca,angico,temp3,0.275862069,0.75
70,jubranca,angico,temp4,0.2631578947,0.75
70,jubranca,angico,temp5,0.298245614,0.7142857143
70,jubranca,angico,temp6,0.2631578947,0.5
70,jubranca,angico,temp7,0.275862069,0
70,jubranca,angico,temp8,0,0
70,jubranca,angico,temp9,0,0
70,jubranca,aroeira,temp1,-0.1578947368,-0.1818181818
70,jubranca,aroeira,temp2,-0.175,-0.2173913043
70,jubranca,aroeira,temp3,-0.125,0.75
70,jubranca,aroeira,temp4,-0.156626506,0.6666666667
70,jubranca,aroeira,temp5,-0.1794871795,0.7142857143
70,jubranca,aroeira,temp6,-0.175,0.2
70,jubranca,aroeira,temp7,-0.175,0.3333333333
70,jubranca,aroeira,temp8,-0.1707317073,0
70,jubranca,aroeira,temp9,-1,-1
70,jubranca,cating,temp1,0.25,-0.5
70,jubranca,cating,temp2,0.3,-0.3333333333
70,jubranca,cating,temp3,0.25,0.3333333333
70,jubranca,cating,temp4,0.2820512821,-0.3333333333
70,jubranca,cating,temp5,0.2820512821,-0.2
70,jubranca,cating,temp6,0.25,-0.2
70,jubranca,cating,temp7,0.2820512821,0
70,jubranca,cating,temp8,0.3,0
70,jubranca,cating,temp9,0,0.3
71,mofumbo,angico,temp1,0.0714285714,-0.0769230769
71,mofumbo,angico,temp2,0.0740740741,0
71,mofumbo,angico,temp3,0.1071428571,0.1428571429
71,mofumbo,angico,temp4,0.0877192982,0.3333333333
71,mofumbo,angico,temp5,-1,-1
71,mofumbo,angico,temp6,-1,-1
71,mofumbo,angico,temp7,-1,-1
71,mofumbo,angico,temp8,-1,-1
71,mofumbo,angico,temp9,-1,-1
71,mofumbo,aroeira,temp1,0.0352941176,0.0434782609
71,mofumbo,aroeira,temp2,0.0465116279,0.0833333333
71,mofumbo,aroeira,temp3,0.0476190476,0
71,mofumbo,aroeira,temp4,0.0238095238,-0.3333333333
71,mofumbo,aroeira,temp5,0.0238095238,-0.3333333333
71,mofumbo,aroeira,temp6,0.0476190476,0
71,mofumbo,aroeira,temp7,0.0352941176,0
71,mofumbo,aroeira,temp8,0.0476190476,0
71,mofumbo,aroeira,temp9,0,0
71,mofumbo,cating,temp1,0.1538461538,0
71,mofumbo,cating,temp2,0.1764705882,0
71,mofumbo,cating,temp3,0.16,-0.6
71,mofumbo,cating,temp4,0.16,-0.3333333333
71,mofumbo,cating,temp5,0.2083333333,-0.1428571429
71,mofumbo,cating,temp6,0.16,-0.5
71,mofumbo,cating,temp7,0.16,-0.6
71,mofumbo,cating,temp8,0.1914893617,0.5
71,mofumbo,cating,temp9,0,0.16
72,marmeleiro,angico,temp1,0.5409836066,0.2
72,marmeleiro,angico,temp2,0.5517241379,0.4
72,marmeleiro,angico,temp3,0.5593220339,0.6
72,marmeleiro,angico,temp4,0.5462184874,0.7142857143
72,marmeleiro,angico,temp5,0.5517241379,0.6
72,marmeleiro,angico,temp6,0.5593220339,0.5
72,marmeleiro,angico,temp7,0.5593220339,0.5
72,marmeleiro,angico,temp8,0.5862068966,0
72,marmeleiro,angico,temp9,0,0.5593220339
72,marmeleiro,aroeira,temp1,0.0476190476,0.3076923077
72,marmeleiro,aroeira,temp2,0.1147540984,0.36
72,marmeleiro,aroeira,temp3,0.064516129,0.7777777778
72,marmeleiro,aroeira,temp4,0.0793650794,0
72,marmeleiro,aroeira,temp5,-0.1807228916,-0.3333333333
72,marmeleiro,aroeira,temp6,0.0793650794,0.3333333333
72,marmeleiro,aroeira,temp7,0.0625,0
72,marmeleiro,aroeira,temp8,-1,-1
72,marmeleiro,aroeira,temp9,-1,-1
72,marmeleiro,cating,temp1,-0.3076923077,-0.2727272727
72,marmeleiro,cating,temp2,-0.1807228916,0
72,marmeleiro,cating,temp3,-0.1666666667,0
72,marmeleiro,cating,temp4,-0.1764705882,-0.5
72,marmeleiro,cating,temp5,0.1111111111,0.5
72,marmeleiro,cating,temp6,-0.1627906977,-0.3333333333
72,marmeleiro,cating,temp7,-0.1627906977,0
72,marmeleiro,cating,temp8,-0.1111111111,0
72,marmeleiro,cating,temp9,0,-0.1764705882
73,imbiratanha,angico,temp1,0.2054794521,-0.0909090909
73,imbiratanha,angico,temp2,0.1884057971,-0.0476190476
73,imbiratanha,angico,temp3,0.1780821918,-0.1428571429
73,imbiratanha,angico,temp4,0.2112676056,0
73,imbiratanha,angico,temp5,0.2,0
73,imbiratanha,angico,temp6,0.2112676056,0
73,imbiratanha,angico,temp7,0.2285714286,0
73,imbiratanha,angico,temp8,0.2162162162,0
73,imbiratanha,angico,temp9,0,0.1884057971
73,imbiratanha,aroeira,temp1,0.1466666667,0.1
73,imbiratanha,aroeira,temp2,0.0985915493,-0.0666666667
73,imbiratanha,aroeira,temp3,0.1081081081,0
73,imbiratanha,aroeira,temp4,0.1081081081,0.5
73,imbiratanha,aroeira,temp5,0.1267605634,0.5
73,imbiratanha,aroeira,temp6,0.1081081081,0.3333333333
73,imbiratanha,aroeira,temp7,0.1388888889,0.3333333333
73,imbiratanha,aroeira,temp8,0.1142857143,0
73,imbiratanha,aroeira,temp9,1,1
73,imbiratanha,cating,temp1,-0.3888888889,0.2727272727
73,imbiratanha,cating,temp2,-0.4210526316,0.2727272727
73,imbiratanha,cating,temp3,-0.2972972973,0.7142857143
73,imbiratanha,cating,temp4,-0.3888888889,0.5
73,imbiratanha,cating,temp5,-0.3939393939,0.4285714286
73,imbiratanha,cating,temp6,-0.4285714286,0.4285714286
73,imbiratanha,cating,temp7,1,1
73,imbiratanha,cating,temp8,1,1
73,imbiratanha,cating,temp9,0,0
74,imburana,angico,temp1,-0.0746268657,-0.5833333333
74,imburana,angico,temp2,-0.0461538462,-0.5454545455
74,imburana,angico,temp3,-0.0769230769,0.6
74,imburana,angico,temp4,1,1
74,imburana,angico,temp5,1,1
74,imburana,angico,temp6,1,1
74,imburana,angico,temp7,1,1
74,imburana,angico,temp8,1,1
74,imburana,angico,temp9,1,1
74,imburana,aroeira,temp1,-0.1025641026,-0.1428571429
74,imburana,aroeira,temp2,-0.1052631579,-0.1578947368
74,imburana,aroeira,temp3,-0.1052631579,0.6
74,imburana,aroeira,temp4,-0.0684931507,0
74,imburana,aroeira,temp5,-0.12,0
74,imburana,aroeira,temp6,-0.0909090909,-0.5
74,imburana,aroeira,temp7,-0.0789473684,0
74,imburana,aroeira,temp8,-0.0789473684,0
74,imburana,aroeira,temp9,1,1
74,imburana,cating,temp1,-0.1219512195,0.2727272727
74,imburana,cating,temp2,-0.0952380952,0.2727272727
74,imburana,cating,temp3,-0.1428571429,0.5555555556
74,imburana,cating,temp4,-0.0476190476,0.3333333333
74,imburana,cating,temp5,-0.1162790698,0.2
74,imburana,cating,temp6,-0.0909090909,0.3333333333
74,imburana,cating,temp7,-1,-1
74,imburana,cating,temp8,-1,-1
74,imburana,cating,temp9,-1,-1
75,feijao,angico,temp1,0.1475409836,-0.125
75,feijao,angico,temp2,0.1724137931,-0.1666666667
75,feijao,angico,temp3,0.1578947368,0.2
75,feijao,angico,temp4,0.1228070175,0.6666666667
75,feijao,angico,temp5,0.1272727273,0.6
75,feijao,angico,temp6,0.1186440678,0.6666666667
75,feijao,angico,temp7,0.1186440678,0.3333333333
75,feijao,angico,temp8,0.1525423729,0.3333333333
75,feijao,angico,temp9,0,0
75,feijao,aroeira,temp1,0,0.0476190476
75,feijao,aroeira,temp2,0,0
75,feijao,aroeira,temp3,-0.0465116279,-0.6666666667
75,feijao,aroeira,temp4,0,-0.5
75,feijao,aroeira,temp5,-0.0227272727,-0.3333333333
75,feijao,aroeira,temp6,0.0112359551,-0.5
75,feijao,aroeira,temp7,-0.0112359551,-0.3333333333
75,feijao,aroeira,temp8,-0.0114942529,-0.3333333333
75,feijao,aroeira,temp9,0,-0.0337078652
75,feijao,cating,temp1,0.0163934426,-0.1111111111
